Neutroticism:Anxiety,Neutroticism:Angry Hostility,Neutroticism:Depression,Neutroticism:Self-Consciousness,Neutroticism:Impulsiveness,Neutroticism:Vulnerability,Extraversion:Warmth,Extraversion:Gregariousness,Extraversion:Assertiveness,Extraversion:Activity,Extraversion:Excitement-Seeking,Extraversion:Positive Emotions,Openness:Fantasy,Openness:Aesthetics,Openness:Feelings,Openness:Actions,Openness:Ideas,Openness:Values,Agreeableness:Trust,Agreeableness:Straightforwardness,Agreeableness:Altruism,Agreeableness:Compliance,Agreeableness:Modesty,Agreeableness:Tender-Mindedness,Conscientiousness:Competence,Conscientiousness:Order,Conscientiousness:Dutifulness,Conscientiousness:Achievement Striving,Conscientiousness:Self-Discipline,Conscientiousness:Deliberation,Novelty Seeking:Exploratory Excitability,Novelty Seeking:Impulsiveness,Novelty Seeking:Extravagance,Novelty Seeking:Disorderliness,Harm avoidance:Worry & pessimism,Harm avoidance:Fear of uncertainty,Harm avoidance:Shyness with strangers,Harm avoidance:Fatigability & asthenia,Reward dependence:Sentimentality,Reward dependence:Warm communication,Reward dependence:Attachment,Reward dependence:Dependence,Persistence:Eagerness of effort,Persistence:Work hardened,Persistence:Ambitious,Persistence:Perfectionist,Self-directedness:Responsibility,Self-directedness:Purposefulness,Self-directedness:Resourcefulness,Self-directedness:Self-acceptance,Self-directedness:Enlightened second nature,Cooperativeness:Social acceptance,Cooperativeness:Empathy,Cooperativeness:Helpfulness,Cooperativeness:Compassion,Cooperativeness:Pure-hearted conscience,Self-transcendence:Self-forgetful,Self-transcendence:Transpersonal identification,Self-transcendence:Spiritual acceptance,Primary Trait Dimensions:Well-being,Primary Trait Dimensions:Social Potency,Primary Trait Dimensions:Achievement,Primary Trait Dimensions:Social Closeness,Primary Trait Dimensions:Stress Reaction,Primary Trait Dimensions:Aggression,Primary Trait Dimensions:Alienation,Primary Trait Dimensions:Control,Primary Trait Dimensions:Harm-avoidance,Primary Trait Dimensions:Traditionalism,Primary Trait Dimensions:Absorption,Folk Scales:Dominance,Folk Scales:Capacity for Status,Folk Scales:Sociability,Folk Scales:Social Presence,Folk Scales:Self-acceptance,Folk Scales:Independance,Folk Scales:Empathy,Folk Scales:Responsibility,Folk Scales:Socialization,Folk Scales:Self-control,Folk Scales:Good Impression,Folk Scales:Communality,Folk Scales:Well-being,Folk Scales:Tolerance,Folk Scales:Achievement via Conformance,Folk Scales:Achievement via Independence,Folk Scales:Intellectual Efficiency,Folk Scales:Psychological-mindedness,Folk Scales:Flexibility,Folk Scales:Femininity,Special Purpose Scales:Managerial Potential,Special Purpose Scales:Work Orientation,Special Purpose Scales:Creative Temperament,Special Purpose Scales:Leadership,Special Purpose Scales:Amicability,Special Purpose Scales:Law Enforcement Orientation,Special Purpose Scales:Tough-mindedness,Honesty-Humility:Sincerity,Honesty-Humility:Fairness,Honesty-Humility:Greed Avoidance,Honesty-Humility:Modesty,Emotionality:Fearfulness,Emotionality:Anxiety,Emotionality:Dependence,Emotionality:Sentimentality,eXtraversion:Expressiveness,eXtraversion:Social Boldness,eXtraversion:Sociability,eXtraversion:Liveliness,Agreeableness:Forgiveness,Agreeableness:Gentleness,Agreeableness:Flexibility,Agreeableness:Patience,Concienciousness:Organization,Concienciousness:Diligence,Concienciousness:Perfectionism,Concienciousness:Prudence,Openness to Experience:Aesthetic Appreciation,Openness to Experience:Inquisitiveness,Openness to Experience:Creativity,Openness to Experience:Unconventionality,Scales:Complexity,Scales:Breadth of Interest,Scales:Innovation,Scales:Tolerance,Scales:Empathy,Scales:Anxiety,Scales:Cooperativeness,Scales:Sociability,Scales:Social Confidence,Scales:Energy Level,Scales:Social Astuteness,Scales:Risk Taking,Scales:Organization,Scales:Traditional Values,Scales:Responsibility,Extraversion:Affiliation,Extraversion:Dominance,Extraversion:Exhibition,Agreeableness:Abasement,Agreeableness:Even-tempered,Agreeableness:Good-natured,Independence:Autonomy,Independence:Individualism,Independence:Self Reliance,Openness to Experince:Change,Openness to Experince:Understanding,Openness to Experince:Breadth of Interest,Methodicalness:Cognitive Structure,Methodicalness:Deliberativeness,Methodicalness:Order,Industriousness:Achievement,Industriousness:Endurance,Industriousness:Seriousness,Adjustment:Empathy,Adjustment:Not anxious,Adjustment:No guilt,Adjustment:Calmness,Adjustment:Even-tempered,Adjustment:No somatic complaints,Adjustment:Trusting,Adjustment:Good attachment,Ambition:Competitive,Ambition:Self confidence,Ambition:No depression,Ambition:Leadership,Ambition:Identity,Ambition:No social anxiety,Sociability:Likes parties,Sociability:Likes crowds,Sociability:Experience-seeking,Sociability:Exhibitionistic,Sociability:Entertaining,Interpersonal Sensitivity:Easy to live with,Interpersonal Sensitivity:Sensitive,Interpersonal Sensitivity:Caring,Interpersonal Sensitivity:Likes people,Interpersonal Sensitivity:No hostility,Prudence:Moralistic,Prudence:Mastery,Prudence:Virtuous,Prudence:Not autonomous,Prudence:Not spontaneous,Prudence:Impulse control,Prudence:Avoids trouble,Learning Approach:Education,Learning Approach:Math ability,Learning Approach:Good memory,Learning Approach:Reading
70,73,53,57,57,53,50,20,27,23,47,47,63,93,50,37,67,57,67,77,57,77,77,67,33,33,47,10,20,53,43,43,40,23,83,73,70,77,70,47,53,37,23,33,23,17,47,43,40,63,43,70,73,53,67,47,70,63,53,57,27,20,27,67,57,17,50,67,37,87,27,30,27,50,30,27,47,67,87,60,43,63,73,57,57,70,73,70,60,77,33,73,37,30,63,27,50,70,60,63,67,73,80,37,70,47,30,33,30,53,70,60,53,30,13,53,40,80,67,53,67,63,63,43,60,57,73,43,27,30,27,43,33,20,63,60,37,27,23,43,50,47,73,67,60,27,70,80,63,50,30,13,30,37,27,27,73,53,27,23,63,87,27,33,47,33,60,30,37,33,50,27,77,67,77,67,40,70,17,27,67,43,47,63,60,80,56,83,67
100,100,80,100,77,100,20,0,13,30,43,23,100,97,97,67,70,87,57,53,70,63,83,83,23,20,27,10,17,17,70,77,77,77,93,70,93,87,97,23,57,17,13,43,13,40,7,37,17,37,17,63,97,57,90,43,93,67,33,43,13,53,7,100,40,70,23,30,23,100,13,3,3,23,17,0,40,47,13,23,17,27,20,10,37,37,63,47,73,70,3,20,63,13,23,20,0,33,50,40,63,63,93,50,83,47,13,7,7,67,50,47,30,10,17,37,20,93,67,100,77,60,77,93,67,83,93,43,7,7,10,80,70,13,13,50,7,17,17,43,7,47,93,53,67,63,67,80,33,23,13,23,40,10,13,7,20,0,0,3,20,50,13,0,33,17,40,3,23,20,70,27,93,67,93,80,7,73,40,37,63,43,10,13,3,83,28,80,56
73,63,70,70,70,70,50,63,37,30,43,50,67,63,57,67,57,63,53,67,70,63,63,77,40,63,47,27,27,57,60,43,43,53,63,63,53,77,50,50,40,73,17,30,37,33,33,33,37,43,30,67,67,53,63,37,43,57,37,33,37,37,63,73,47,60,57,60,33,50,37,27,40,33,33,30,43,37,53,53,33,47,37,30,33,50,47,50,50,67,30,37,60,27,47,33,30,60,47,50,67,63,63,60,53,37,37,60,27,50,57,57,53,63,27,50,47,67,67,57,63,63,70,50,47,50,63,77,63,37,27,37,40,50,37,47,57,40,43,50,47,53,37,30,37,53,63,70,60,57,60,23,40,50,53,37,37,50,37,23,40,57,40,30,37,43,37,27,63,63,53,37,50,57,67,57,57,60,20,40,57,83,60,60,50,47,39,53,50
70,70,67,70,60,73,50,40,43,27,53,43,73,63,73,67,67,77,50,50,77,53,37,70,47,20,57,23,40,40,70,53,43,73,73,40,50,73,67,50,73,50,17,23,33,40,33,43,50,30,43,47,73,57,40,37,60,50,3,27,57,43,57,70,47,70,47,27,10,60,43,50,47,50,43,37,60,27,17,23,37,47,33,13,33,70,57,50,63,73,30,40,63,37,37,40,30,40,23,37,37,47,73,73,67,50,47,47,23,10,30,23,20,20,23,43,50,57,67,70,83,87,53,60,30,77,73,60,57,53,33,70,70,17,7,23,47,50,57,27,30,30,47,20,23,57,80,53,63,47,20,30,30,23,17,27,33,33,30,17,30,67,47,33,33,40,33,47,47,43,60,77,77,33,70,70,53,40,23,33,43,63,33,27,13,80,22,67,33
67,73,67,53,80,63,57,60,67,77,77,53,50,80,63,73,80,60,30,13,37,13,33,33,57,30,30,43,40,37,83,47,77,100,67,37,30,60,67,43,47,20,50,70,63,63,13,40,57,7,10,40,67,20,27,30,70,53,17,33,77,80,53,80,73,83,47,17,50,73,70,70,77,73,80,47,73,33,10,23,23,60,17,17,40,50,70,50,33,30,30,20,30,50,23,37,20,17,3,17,23,30,47,37,57,63,73,63,63,33,27,37,33,27,50,53,47,73,80,63,60,47,67,60,33,50,63,27,53,80,40,97,83,27,17,3,53,83,60,27,27,30,63,57,60,87,80,73,73,47,30,57,73,7,43,37,17,23,27,40,7,23,77,63,17,77,20,77,70,70,87,63,73,33,70,87,53,27,23,53,10,27,23,13,7,80,39,83,50
83,93,90,73,63,80,17,30,30,17,50,20,70,87,50,67,90,77,27,47,40,60,43,53,43,40,70,43,57,60,67,27,47,70,97,67,80,80,30,17,57,37,30,63,50,67,30,13,27,33,37,27,37,33,40,17,60,40,0,7,53,70,27,83,67,63,63,57,37,80,37,23,20,33,30,20,50,43,43,50,13,50,27,17,33,70,60,57,30,63,10,17,43,10,27,63,23,37,43,30,37,67,80,57,40,40,27,30,13,20,33,20,20,40,53,77,70,87,93,83,93,67,83,80,20,43,80,43,27,23,20,47,37,40,13,43,13,57,17,23,27,17,70,50,47,63,80,93,87,63,47,43,63,37,10,20,27,53,7,0,23,53,30,10,7,50,37,23,37,40,60,30,53,40,27,27,20,27,13,67,33,57,60,47,33,73,83,83,61
57,53,57,77,27,53,33,30,40,53,63,37,77,83,57,80,70,57,40,73,60,67,67,73,60,60,77,57,67,80,83,20,17,37,80,40,80,37,47,23,17,50,60,67,57,67,27,67,40,40,73,70,57,60,70,53,80,77,60,53,43,70,27,70,57,63,77,43,40,73,37,27,30,37,33,27,47,80,60,73,70,63,43,47,67,63,67,57,33,40,53,53,43,47,63,73,47,70,57,47,53,37,80,17,43,23,37,30,33,60,67,53,57,63,67,70,73,83,80,73,73,80,83,77,63,50,70,67,27,30,67,30,60,73,60,57,30,50,27,57,57,43,70,37,70,83,80,83,80,77,70,67,63,33,37,30,43,40,47,40,33,63,67,33,57,50,60,33,33,43,83,33,47,60,57,47,27,57,50,73,67,57,27,57,37,60,83,63,83
100,80,93,100,77,100,40,50,33,53,57,43,80,90,80,90,80,67,10,33,43,7,53,77,23,23,43,20,3,40,87,50,50,77,97,70,80,73,70,30,50,60,40,50,23,30,3,23,27,17,20,53,90,53,13,20,93,77,3,30,57,47,77,100,90,93,40,47,57,87,27,13,30,33,20,0,30,60,17,17,23,27,10,20,43,40,53,33,63,60,20,13,40,10,37,20,3,30,33,27,50,57,100,67,87,40,33,57,20,13,10,10,3,13,7,50,33,90,87,97,80,63,100,93,23,83,100,93,77,10,30,70,50,7,17,33,53,60,40,10,7,7,40,13,40,87,97,100,50,40,3,10,30,20,7,0,10,7,20,23,20,47,40,17,10,57,23,10,57,60,87,63,73,13,83,67,57,20,27,23,3,93,13,30,20,80,61,80,78
40,17,13,20,27,27,87,63,50,70,63,87,50,67,77,90,93,63,93,83,97,87,73,77,83,77,73,70,77,70,83,30,40,30,20,17,37,20,87,87,73,70,77,80,73,67,87,93,80,67,77,83,90,87,73,47,37,63,50,93,50,73,80,23,27,13,73,23,17,33,50,50,63,67,53,57,63,93,97,83,80,83,93,80,90,87,93,90,40,47,73,93,73,67,97,73,83,73,67,63,73,30,27,80,87,37,43,70,80,67,87,87,83,80,77,60,80,77,90,63,60,90,77,67,77,80,23,40,80,63,83,43,67,77,57,67,80,50,50,60,83,87,20,63,27,90,90,80,77,73,77,77,80,27,83,77,93,87,83,77,83,93,73,80,97,50,90,60,70,67,87,27,67,80,93,90,80,90,43,70,77,53,70,60,80,90,94,87,94
80,77,73,43,73,60,23,10,43,33,73,30,87,67,60,73,83,73,20,60,67,60,87,67,47,60,60,43,63,70,70,20,10,67,87,63,87,60,80,13,10,20,40,57,57,60,23,13,57,73,27,50,87,50,40,37,43,57,3,10,17,70,17,80,67,73,80,43,27,67,30,30,17,40,30,23,43,40,13,40,33,53,37,30,47,73,53,53,53,53,17,37,67,33,27,53,43,77,20,73,83,63,77,13,80,40,27,13,17,13,47,43,33,63,53,53,67,53,70,83,73,83,70,80,33,67,90,33,17,13,30,53,70,53,17,20,10,33,10,53,33,53,80,83,80,70,83,70,80,80,67,63,73,33,27,10,37,23,23,10,17,50,57,57,20,40,40,33,23,23,67,10,57,33,87,67,10,47,10,53,27,17,37,40,27,77,56,90,78
37,70,27,17,30,37,67,70,70,57,77,60,80,90,97,87,97,70,63,63,60,37,53,63,67,63,60,60,60,53,93,57,30,50,30,33,13,53,63,73,90,57,57,60,63,50,63,70,67,77,60,63,67,63,67,70,73,63,50,63,60,60,77,30,43,30,57,37,10,77,80,73,83,77,83,80,83,60,37,50,57,70,63,60,67,90,83,83,60,37,53,60,87,77,40,50,70,57,50,57,43,37,17,80,63,83,73,87,53,67,43,53,30,77,70,37,63,90,90,93,93,83,83,93,80,87,27,57,77,83,37,60,67,73,33,50,73,63,63,53,27,63,47,50,23,87,80,93,47,57,67,63,60,13,40,73,63,43,30,57,43,47,57,73,57,67,77,83,90,83,87,60,87,43,70,67,87,60,43,50,40,67,30,50,43,87,67,77,72
80,73,67,70,50,67,17,33,40,60,67,33,73,70,40,73,73,70,30,57,60,50,67,77,57,73,67,53,57,53,70,37,50,67,77,50,83,37,30,13,17,63,47,60,57,60,27,27,50,47,40,47,57,53,67,30,60,53,30,33,40,60,37,83,67,73,67,30,30,60,37,33,20,43,27,33,40,43,30,40,23,63,20,17,47,60,53,40,33,53,17,30,60,37,43,53,30,67,40,60,67,53,80,43,40,37,30,23,40,50,43,43,40,77,57,67,73,67,73,67,67,67,57,70,43,40,80,73,37,20,53,37,70,67,27,40,20,47,20,47,20,43,40,43,67,73,63,67,73,67,77,47,63,27,33,20,20,33,27,50,30,67,47,37,30,50,33,33,37,40,77,20,67,53,53,33,20,53,47,63,43,77,37,33,37,63,50,73,72
63,30,67,70,83,57,37,23,50,27,50,47,93,77,67,73,77,73,53,80,80,70,37,67,27,13,37,23,27,43,67,57,53,23,63,50,73,90,67,30,47,50,23,47,37,40,37,20,37,70,27,67,70,73,67,50,40,47,20,10,67,50,40,70,37,77,43,53,20,67,50,53,43,57,43,47,57,63,47,50,40,53,30,50,33,73,47,43,80,40,47,23,67,43,50,30,40,73,77,60,53,47,60,57,67,43,53,23,17,67,70,73,70,13,23,40,33,77,83,87,90,73,67,87,67,60,50,50,40,40,10,37,47,10,23,77,23,60,37,57,67,60,57,37,50,63,70,83,37,43,13,23,37,33,70,50,30,60,70,7,53,40,37,37,33,60,23,53,30,33,67,47,73,60,70,63,27,73,37,17,70,67,63,50,33,57,61,50,61
57,73,57,57,33,50,73,57,53,80,83,70,100,100,93,93,100,90,47,77,77,67,77,93,77,63,60,67,83,50,87,50,37,47,57,27,60,30,80,70,90,43,67,80,57,83,43,60,63,70,63,70,90,67,87,53,90,90,47,73,37,87,77,70,23,57,50,27,7,90,47,23,47,40,40,40,50,50,10,37,57,70,33,33,53,80,90,73,57,40,33,47,80,40,37,83,37,90,33,93,90,23,57,73,93,67,37,70,60,67,43,53,47,67,77,60,63,100,100,90,93,97,100,90,70,93,70,47,77,33,73,40,73,67,7,33,70,33,43,67,30,57,43,53,17,93,100,100,53,50,67,70,77,17,43,30,33,43,27,60,27,43,60,60,50,40,50,33,73,70,93,40,73,73,90,73,73,70,20,63,37,43,13,37,13,97,94,87,72
73,53,50,50,63,53,67,57,63,47,60,67,80,97,70,93,93,60,53,87,63,47,57,87,47,33,57,47,33,53,93,50,67,33,60,40,43,67,60,60,53,53,23,47,60,43,37,67,73,67,37,77,70,63,67,73,77,73,67,63,40,57,63,70,33,53,53,37,23,87,60,60,57,63,57,50,63,53,37,50,60,37,37,53,43,70,73,63,63,43,47,33,67,57,43,40,53,83,50,60,60,33,67,53,60,67,57,60,43,53,47,60,50,33,33,57,47,97,93,90,83,90,100,87,67,70,63,50,63,50,43,23,57,27,37,50,67,47,60,47,40,57,50,53,37,93,97,97,53,53,40,37,60,30,57,37,37,37,47,30,50,50,77,57,53,63,60,60,60,63,93,57,73,57,67,67,63,67,20,43,37,53,40,47,50,83,61,87,67
60,23,23,0,3,20,97,100,100,100,80,97,83,97,100,87,97,40,90,77,100,53,0,80,93,93,90,97,90,87,87,13,27,43,57,23,0,3,97,97,100,77,93,80,100,90,70,100,80,37,93,43,97,97,70,97,70,87,80,97,100,93,100,43,33,30,83,33,33,67,100,100,100,100,100,77,100,60,67,77,67,93,93,40,100,93,93,93,23,33,77,93,57,100,97,93,97,37,77,20,0,23,60,93,97,100,100,100,97,43,40,37,47,97,93,90,90,97,93,87,63,87,93,90,57,100,63,60,100,100,100,63,57,97,53,77,97,100,100,43,37,27,3,3,0,87,93,97,97,83,93,93,90,13,53,37,93,53,77,80,70,90,100,100,97,100,100,100,100,100,87,100,90,77,97,97,100,67,53,93,50,70,43,73,57,93,100,93,67
60,43,63,40,77,43,30,3,23,23,30,47,53,80,37,73,87,77,47,90,73,70,97,70,33,23,60,17,30,50,57,47,40,23,70,57,83,90,73,23,33,77,10,23,27,17,47,27,47,70,30,67,77,83,60,50,70,70,40,27,13,27,17,60,33,50,43,77,27,63,23,27,17,40,27,40,43,57,40,73,57,47,43,67,40,63,37,53,77,63,53,30,60,23,53,33,57,90,67,83,83,53,60,47,70,37,20,3,27,53,60,70,47,40,30,30,30,80,87,73,70,87,80,67,67,60,63,53,17,20,20,27,20,27,40,67,13,27,10,40,43,63,53,67,60,60,93,87,43,43,33,10,30,53,47,37,43,60,57,17,47,47,37,47,40,33,37,30,17,13,73,3,47,67,77,70,7,73,7,17,40,63,53,93,73,43,44,47,78
100,97,97,60,90,100,67,0,60,37,40,47,80,53,97,83,90,87,27,63,70,60,70,70,33,20,33,27,17,43,80,43,33,50,100,70,43,97,87,67,93,40,20,60,30,50,20,30,37,70,10,57,90,47,57,47,80,87,30,20,47,67,40,83,37,77,47,60,27,73,70,43,57,53,73,7,70,37,23,40,17,40,20,27,33,73,53,57,70,80,10,10,47,23,20,30,17,80,50,93,73,70,93,60,90,77,60,37,47,43,53,57,33,7,20,53,40,50,93,87,80,83,67,83,60,100,100,70,40,73,10,50,33,3,23,50,50,50,33,37,20,47,67,47,47,83,93,70,67,47,7,23,53,30,13,0,20,17,3,0,10,50,43,30,3,57,37,57,30,13,83,17,67,63,93,90,53,57,17,37,40,70,27,60,27,73,50,73,78
60,83,77,77,90,67,0,0,20,17,27,7,97,93,33,63,97,70,17,27,23,73,87,33,37,20,10,10,17,47,27,37,67,53,73,67,97,83,3,0,7,3,0,57,27,37,23,0,40,53,13,37,13,27,37,10,50,23,17,3,17,57,0,73,60,77,63,50,20,80,17,10,3,13,17,20,23,63,57,60,33,53,20,33,37,70,63,50,67,70,27,20,60,7,17,20,20,43,47,80,83,70,63,7,3,17,17,0,3,30,43,17,37,0,3,47,50,93,100,83,93,93,100,83,50,10,63,20,0,3,0,40,30,0,37,47,0,17,3,30,53,27,100,93,87,60,97,100,67,63,17,20,60,50,23,37,20,47,17,7,20,33,10,20,13,13,10,10,0,0,47,3,10,43,3,3,0,40,20,40,53,13,70,53,30,83,100,93,100
100,63,100,80,63,100,67,93,43,50,70,77,20,70,50,53,50,80,37,63,77,83,53,67,33,50,43,40,43,30,73,60,30,70,80,67,10,60,57,63,67,40,50,63,60,73,23,13,40,23,37,77,60,77,90,40,60,50,17,13,33,87,97,100,37,93,40,43,47,53,57,63,70,70,63,13,73,50,17,13,30,57,3,33,27,40,40,20,50,93,20,20,13,13,23,23,3,57,50,40,60,67,97,87,70,87,60,93,57,73,60,63,50,43,50,63,33,57,53,30,50,43,37,43,57,63,97,67,97,70,40,47,60,33,10,50,80,20,83,53,37,50,27,20,33,70,30,50,53,40,47,60,83,20,47,3,3,27,37,23,57,53,40,7,17,27,13,50,97,93,73,67,77,77,67,57,97,93,73,57,63,67,27,20,33,47,83,60,61
33,33,33,17,37,27,60,37,73,67,47,70,60,80,63,90,67,57,60,70,77,80,67,57,80,70,83,67,87,73,83,33,40,33,33,37,30,37,67,63,43,37,70,83,67,73,63,50,70,83,63,63,77,63,57,57,57,60,53,53,60,77,47,33,20,40,80,53,30,77,77,67,70,77,77,70,73,77,83,77,77,63,60,63,53,63,73,73,50,33,60,50,77,57,67,83,73,70,83,77,67,30,20,43,60,60,63,57,70,50,73,73,73,73,73,77,80,87,77,80,63,70,90,77,60,53,20,23,47,77,57,50,43,63,53,83,63,67,47,53,80,73,70,77,37,87,80,73,67,80,77,73,87,40,77,80,60,80,67,53,50,87,67,80,53,70,60,80,57,47,83,27,47,63,80,77,57,67,47,63,60,37,60,77,50,87,61,93,72
57,20,27,40,10,33,60,37,57,83,27,60,40,70,90,63,63,67,77,97,77,67,97,77,97,100,100,83,97,97,50,0,10,10,43,63,80,17,90,47,60,60,93,80,83,87,77,83,57,73,90,77,83,87,50,67,63,87,57,83,30,77,63,37,23,17,100,87,43,63,50,23,37,40,43,43,40,70,50,93,87,70,87,77,77,50,60,77,17,77,77,90,27,67,70,93,83,100,90,97,97,70,67,60,90,47,37,40,53,40,67,53,57,100,100,100,100,67,67,50,50,67,60,47,50,97,57,53,63,27,73,17,7,100,57,90,47,37,17,30,70,43,40,70,23,57,70,60,100,100,100,97,90,57,63,43,87,60,80,70,77,63,63,67,87,53,93,40,30,33,60,3,47,60,83,90,43,60,70,100,60,50,47,97,73,47,44,67,72
30,33,40,23,63,33,40,43,37,37,60,77,47,93,30,80,67,73,60,57,70,80,93,50,50,40,73,50,73,70,63,27,33,53,17,20,40,47,40,37,3,30,47,57,57,63,77,50,80,80,33,83,53,73,57,30,40,37,10,53,20,63,27,40,50,40,83,37,27,53,40,50,50,67,47,67,67,67,37,40,43,73,47,57,60,70,73,73,60,40,33,43,70,43,47,53,50,67,40,67,87,27,13,3,27,43,33,50,50,63,80,73,70,47,60,57,80,87,73,60,40,70,90,60,77,10,30,10,27,47,53,43,60,40,40,40,43,23,43,37,67,77,70,90,93,80,80,77,70,83,50,67,63,50,87,70,47,63,67,47,50,67,50,60,50,27,67,53,53,47,73,17,67,73,50,50,37,80,23,53,60,7,63,50,50,73,61,77,78
67,47,63,77,0,67,30,17,50,77,30,27,43,77,80,70,60,13,67,90,90,93,87,80,77,100,83,93,93,70,70,30,37,10,63,60,93,3,67,13,27,83,97,87,90,93,37,77,57,53,93,87,87,70,90,67,57,63,77,63,33,90,33,63,7,67,67,63,87,63,37,10,20,13,23,20,10,63,53,87,90,50,37,57,43,33,37,43,3,70,43,50,43,43,40,93,50,80,100,87,83,57,77,53,63,13,20,3,53,80,93,83,83,100,97,80,80,77,57,77,27,20,67,80,63,60,67,87,33,20,97,30,17,100,87,100,10,40,7,50,73,80,40,37,27,77,47,77,83,67,100,93,93,53,63,33,37,40,53,73,57,60,73,43,63,43,70,23,10,13,60,13,10,83,90,73,3,87,83,100,90,83,60,70,70,30,61,43,89
100,87,90,73,90,93,43,43,57,50,43,40,57,67,70,43,77,40,37,43,80,67,63,70,17,27,17,13,7,7,60,77,67,43,87,77,53,90,77,17,30,63,23,57,27,23,17,47,17,23,10,37,90,60,30,80,63,77,70,43,37,37,60,90,47,80,3,60,50,43,63,47,50,47,70,23,73,60,40,33,27,33,17,20,33,60,63,50,63,60,33,17,30,40,23,13,13,43,70,57,40,60,93,77,77,63,67,43,40,27,57,30,33,27,7,13,7,73,83,73,87,77,63,73,40,57,97,80,60,57,13,77,27,10,77,70,50,33,33,23,27,40,33,23,27,60,80,77,27,3,10,3,20,40,17,3,17,10,13,17,23,53,23,27,20,40,40,50,43,50,70,37,67,53,97,90,40,43,43,7,67,80,60,47,27,63,83,63,83
80,77,60,70,50,67,47,50,47,47,60,53,73,87,70,83,53,63,37,77,53,30,80,63,47,70,67,67,60,33,77,53,57,27,60,43,63,70,60,33,27,47,53,63,70,80,27,53,50,47,50,70,83,53,40,43,70,70,27,60,23,77,53,73,50,73,37,50,40,63,40,30,27,43,40,30,47,43,37,43,23,53,37,23,33,40,67,60,33,57,27,40,40,30,33,47,33,67,77,67,80,43,73,47,53,57,33,60,40,50,40,50,30,77,83,63,43,83,70,73,60,43,77,70,67,53,70,53,53,33,40,37,43,73,37,77,60,30,27,37,23,40,60,50,47,80,50,73,50,37,73,57,73,23,40,30,37,27,23,37,17,37,57,37,40,47,43,30,60,57,83,37,60,50,83,87,50,57,50,70,30,53,50,57,27,43,50,53,61
67,50,60,80,33,53,60,63,53,83,63,70,80,77,93,73,90,93,73,87,90,40,77,77,83,97,80,73,90,93,63,3,60,37,77,40,60,17,70,50,67,83,80,73,73,93,47,80,47,30,70,73,90,60,50,37,63,77,7,50,53,90,73,70,60,63,97,57,30,57,53,30,57,47,57,20,53,43,43,87,73,37,40,33,50,37,37,37,23,50,47,40,40,50,47,100,50,63,67,33,53,40,93,73,73,40,43,63,50,30,47,47,30,97,90,100,97,73,67,60,63,87,87,57,40,83,73,80,73,43,83,40,50,93,10,67,53,67,30,20,37,40,23,20,20,73,87,83,97,97,97,87,90,37,33,27,40,40,50,53,60,60,77,37,67,80,67,47,67,77,70,27,53,43,93,87,57,63,53,97,37,80,43,77,50,57,39,77,67
73,67,60,67,100,53,20,3,43,23,27,30,80,83,60,47,100,80,40,63,63,60,67,57,27,47,30,23,13,80,40,3,80,50,83,90,73,93,60,10,27,47,7,33,30,33,37,30,40,40,13,53,60,47,57,40,67,60,17,30,40,53,17,70,33,63,83,83,17,73,40,40,30,43,40,37,57,43,60,70,23,33,37,20,57,70,73,60,47,80,40,30,53,40,47,17,40,43,50,60,67,90,93,40,60,43,40,10,17,30,37,37,33,47,13,47,63,70,77,90,97,93,67,90,43,60,80,63,17,33,3,43,23,30,20,50,13,40,27,27,40,40,73,37,67,40,87,70,97,83,40,17,43,67,20,20,37,47,33,10,30,47,30,37,40,37,50,40,13,13,33,33,53,47,60,50,10,53,7,30,30,63,67,87,40,83,78,87,83
37,37,17,3,13,17,73,63,80,67,47,87,87,83,90,87,100,67,83,93,87,57,63,77,93,83,93,83,87,80,83,23,13,20,33,37,10,27,83,83,77,47,83,77,87,70,83,87,83,73,83,60,90,83,50,80,70,83,60,80,50,77,70,23,27,10,80,67,30,63,83,77,87,83,87,80,93,77,57,90,77,80,77,77,87,70,80,83,40,70,87,77,60,83,80,90,93,90,80,73,57,47,37,60,87,83,70,77,80,30,47,40,27,83,87,70,83,93,83,100,97,97,97,100,50,90,37,33,70,90,73,23,20,87,40,80,73,57,63,27,47,47,50,60,37,87,100,97,80,80,73,90,80,27,40,63,77,73,63,67,87,73,77,90,83,70,93,90,80,70,83,20,90,53,93,87,73,63,53,83,40,40,57,77,63,80,72,83,83
23,7,23,53,53,23,47,30,70,60,73,70,83,50,20,77,83,30,63,13,63,50,53,30,83,47,57,70,70,73,77,27,40,93,17,10,40,37,33,37,7,20,40,77,77,77,73,60,87,27,63,37,50,40,37,37,47,23,63,50,70,83,27,27,53,43,80,30,63,53,57,57,57,63,60,73,63,43,60,73,63,83,53,50,77,57,87,73,57,7,63,53,60,63,80,70,67,13,27,27,37,10,27,17,17,50,47,47,63,43,57,57,67,47,67,57,80,47,80,97,50,37,33,97,43,0,10,20,27,73,63,83,73,43,57,27,53,83,43,33,77,53,73,57,80,80,47,47,67,80,43,60,73,27,93,90,53,93,93,70,73,63,90,70,70,70,50,67,47,37,73,37,80,60,50,67,40,43,60,57,53,33,53,43,47,67,94,63,89
