,Neutroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Novelty Seeking,Harm avoidance,Reward dependence,Persistence,Self-directedness,Cooperativeness,Self-transcendence,Primary Trait Dimensions,Folk Scales,Special Purpose Scales,Honesty-Humility,Emotionality,eXtraversion,Agreeableness,Concienciousness,Openness to Experience,Scales,Extraversion,Agreeableness,Independence,Openness to Experince,Methodicalness,Industriousness,Adjustment,Ambition,Sociability,Interpersonal Sensitivity,Prudence,Learning Approach
1060,64,66,71,57,54,58,53,65,41,37,64,65,58,45,41,43,60,66,41,58,65,58,72,34,38,71,59,37,33,50,73,72,35,63
1061,58,42,76,52,62,35,70,47,57,49,48,33,56,61,57,60,66,54,28,65,82,53,50,29,56,83,72,55,36,58,53,43,44,85
1062,76,25,47,52,33,52,83,41,11,23,39,31,49,34,24,52,60,21,28,40,45,40,14,21,49,68,62,30,31,30,25,43,44,78
1063,13,47,72,82,82,37,36,37,74,82,65,28,44,67,74,81,31,37,78,83,81,54,38,67,76,92,85,63,85,80,30,61,62,89
1064,72,32,87,58,40,42,73,61,35,39,59,75,55,43,33,55,72,30,52,38,93,53,39,42,47,82,52,32,31,39,42,55,41,77
1065,68,34,70,70,35,40,72,51,28,31,63,49,47,41,33,69,59,30,64,34,75,50,27,60,46,72,44,32,43,26,38,59,45,63
1066,68,47,78,32,28,76,77,37,39,32,38,48,51,43,36,10,60,41,10,26,83,50,62,12,57,88,35,30,19,57,61,43,23,60
1067,41,37,47,47,77,50,43,14,82,61,37,50,51,45,50,57,16,30,20,80,70,43,26,29,87,69,72,64,44,70,26,24,39,80
1068,81,41,84,46,40,68,58,33,48,31,33,57,51,27,19,58,47,24,48,49,85,47,29,48,69,88,62,47,35,22,54,43,29,74
1069,20,95,86,86,100,17,10,88,96,85,84,59,56,82,82,65,55,90,86,100,82,72,80,69,26,87,98,80,88,94,87,97,90,87
1070,64,64,88,68,28,81,56,62,44,40,76,86,44,47,44,24,64,52,75,24,94,71,49,60,22,95,23,19,38,49,67,82,45,76
1071,17,61,46,18,76,65,16,28,93,67,27,12,47,62,76,13,7,64,22,70,51,48,63,34,66,55,58,62,73,85,61,25,38,74
1072,53,77,59,51,66,46,35,63,64,49,67,70,63,63,57,34,48,84,54,69,59,58,76,46,38,51,71,54,50,67,75,72,46,58
1073,72,32,60,51,40,43,70,54,35,32,41,27,50,40,36,63,69,25,44,44,58,47,30,52,42,56,52,37,41,25,34,42,42,55
1074,49,63,75,47,57,46,42,63,66,56,46,53,59,62,59,51,63,72,25,49,82,60,67,33,28,83,54,51,53,64,65,46,54,68
1075,57,60,73,51,46,66,57,55,53,47,53,69,54,50,50,37,58,53,53,42,73,56,58,46,33,81,41,47,44,53,71,65,44,72
1076,45,57,73,71,47,50,43,43,57,64,67,68,50,55,48,67,43,51,66,44,81,53,45,60,57,80,49,55,63,57,52,69,44,87
1077,68,34,78,55,50,59,72,53,57,37,49,44,50,44,41,53,63,28,39,49,86,52,29,34,43,82,51,58,35,38,39,45,50,64
1078,15,71,70,87,72,44,26,75,55,77,89,70,45,75,80,73,57,79,82,65,64,62,70,78,47,75,67,52,81,78,66,92,54,65
1079,37,67,72,64,50,71,38,53,56,45,59,53,47,62,63,48,34,73,42,48,82,57,64,61,67,87,39,49,58,64,69,59,40,55
1080,60,50,87,71,58,48,64,68,47,58,62,68,50,55,55,78,78,48,48,58,85,60,43,48,44,82,62,50,44,59,48,64,50,66
1081,24,83,74,59,73,70,15,39,67,76,62,29,50,72,80,25,30,82,34,73,90,58,79,40,59,91,79,57,75,89,84,68,38,83
1082,61,67,63,63,47,56,45,58,46,50,74,61,52,53,49,63,66,64,55,45,63,59,59,48,31,67,46,45,44,56,69,73,43,58
1083,40,64,83,72,31,71,42,63,26,56,76,77,41,60,54,68,49,69,68,37,88,60,54,66,61,92,35,22,59,51,69,80,33,65
1084,24,84,76,75,83,43,31,56,78,81,77,57,61,75,76,50,59,84,72,78,78,61,78,59,62,88,74,64,71,92,76,92,47,85
1085,58,58,78,35,15,85,51,31,29,40,37,59,49,49,29,33,31,63,26,12,89,50,56,26,74,92,22,13,25,42,66,51,19,83
1086,61,38,77,42,62,67,54,16,72,36,19,27,45,39,31,27,33,27,36,83,89,54,31,33,87,89,68,48,31,41,37,37,39,86
1087,42,51,65,69,72,51,43,53,63,53,67,57,54,49,56,59,49,39,60,76,64,51,41,53,60,63,83,68,57,60,43,68,53,55
1088,61,66,62,56,63,40,46,69,64,44,79,79,62,53,47,47,67,74,57,67,67,66,75,47,34,69,58,57,38,52,67,73,59,65
1089,71,25,66,68,27,57,75,48,29,44,61,69,48,37,31,78,62,18,30,24,68,44,13,41,64,60,31,31,38,36,21,46,41,49
1090,59,50,70,77,62,43,58,46,62,53,67,51,55,54,55,58,65,40,63,68,69,55,57,58,38,77,73,51,60,50,65,73,60,76
1091,35,49,74,72,48,36,40,66,47,58,68,50,45,63,62,80,51,62,67,45,74,53,48,60,57,73,53,49,65,59,51,74,52,62
1092,78,42,84,56,59,53,74,44,59,43,53,61,56,43,35,43,66,39,31,64,90,58,40,23,38,92,58,44,24,47,54,51,45,80
1093,45,57,75,45,63,63,35,33,61,59,52,60,52,63,62,44,28,49,25,64,82,51,49,28,81,89,68,59,56,74,55,43,30,83
1094,46,40,78,61,49,52,54,32,52,57,57,45,44,54,51,52,43,36,40,55,85,53,31,41,54,82,51,46,50,43,49,46,40,65
1095,67,40,81,66,48,45,63,53,52,45,58,68,53,45,39,68,64,34,66,53,81,57,27,52,46,83,60,47,43,33,47,60,55,74
1096,20,41,57,52,89,30,37,31,80,69,39,38,52,63,75,54,31,39,59,88,70,49,38,57,67,73,90,75,78,70,33,44,62,83
1097,74,67,86,67,51,42,58,62,61,44,70,55,65,54,36,42,75,72,64,55,93,61,75,50,20,78,68,54,37,50,75,82,57,76
1098,72,71,87,80,35,59,52,90,42,33,87,86,58,56,40,57,83,70,77,45,89,67,54,59,19,91,45,40,49,43,68,93,51,81
1099,59,25,66,68,55,42,69,30,53,33,66,58,52,39,33,65,51,19,82,66,67,46,23,66,62,76,68,43,53,29,43,63,46,43
1100,85,28,58,38,53,57,83,41,48,19,33,40,54,35,26,47,69,22,5,59,58,44,27,13,66,67,68,51,13,32,25,29,39,74
1101,45,75,76,73,64,50,43,70,66,63,77,60,53,62,57,65,65,72,52,62,81,61,69,49,39,74,61,59,50,67,75,87,56,56
1102,58,52,88,75,33,51,62,42,38,46,81,69,49,59,43,64,61,65,71,37,97,59,49,67,57,93,42,38,44,40,69,76,33,69
1103,48,28,75,36,65,40,67,13,60,43,36,27,60,51,42,27,35,43,14,70,87,44,40,28,76,74,83,60,32,46,45,30,37,70
1104,73,33,81,56,44,59,67,43,40,35,50,57,51,35,28,52,55,30,51,46,79,51,22,38,66,79,48,37,32,31,41,54,32,68
1105,52,41,68,30,59,73,47,29,63,51,30,40,55,44,41,40,27,48,11,65,83,51,34,16,84,89,63,54,26,56,49,30,26,68
1106,19,42,59,48,37,76,49,12,40,70,41,21,40,48,58,37,17,26,61,35,68,35,30,50,80,80,27,29,65,65,51,44,26,70
1107,54,46,70,63,82,40,57,49,75,45,69,56,56,52,52,38,61,42,65,88,75,63,47,54,36,73,87,74,53,52,49,62,64,82
1108,61,25,39,40,24,55,69,41,18,29,21,16,40,33,31,41,39,21,34,18,45,38,19,33,73,50,25,27,44,30,23,30,43,44
1109,84,45,91,63,36,55,72,51,54,34,62,66,52,38,24,86,74,37,53,34,100,62,18,51,36,99,35,48,26,28,45,57,47,89
1110,76,53,67,50,36,64,62,55,43,38,49,58,51,38,30,66,58,57,31,39,62,52,41,31,48,64,38,36,27,35,64,51,36,57
1111,37,62,73,84,60,43,29,43,51,69,86,78,44,67,62,70,44,65,83,62,87,65,48,76,59,96,59,48,67,62,59,78,49,79
1112,61,55,64,45,41,61,59,43,46,34,57,34,50,45,44,28,53,48,72,39,64,52,54,57,38,67,51,34,47,48,66,68,43,55
1113,54,29,58,61,62,46,57,27,53,51,53,36,52,47,42,75,36,31,54,65,59,50,30,39,68,72,64,58,42,42,25,46,53,76
1114,47,71,72,41,52,72,47,65,53,53,45,63,59,52,48,29,63,72,16,60,78,64,78,17,47,80,50,40,38,60,81,61,27,76
1115,41,51,55,51,55,49,43,28,51,55,35,28,50,56,60,40,30,47,31,54,64,46,37,39,70,60,55,43,59,64,40,39,37,74
1116,76,31,80,68,81,29,82,37,73,32,56,61,62,41,38,78,75,24,31,93,98,58,15,27,38,90,98,60,31,37,35,45,66,94
1117,69,51,81,59,70,51,46,43,78,37,64,68,57,45,37,47,39,48,53,75,84,58,41,46,58,90,77,65,40,48,47,62,46,82
1118,30,82,80,74,73,55,20,78,79,78,75,77,56,73,73,52,54,83,73,71,84,71,74,67,37,90,67,59,75,77,76,84,54,90
1119,58,72,82,67,43,67,37,63,44,49,75,42,54,60,53,40,55,75,66,39,84,64,76,55,38,97,53,34,49,67,81,85,35,63
1120,41,64,67,19,20,90,45,42,43,57,22,36,41,67,61,10,36,85,21,13,69,50,81,34,62,76,10,30,41,80,74,33,17,86
1121,33,48,47,40,82,47,48,18,77,65,23,8,49,60,67,34,29,32,11,79,36,40,32,25,80,58,84,65,52,83,35,27,42,95
1122,49,77,76,56,79,65,23,69,84,57,57,62,63,61,58,35,46,80,29,83,78,68,73,36,44,92,73,66,47,70,75,68,41,85
1123,35,84,58,58,59,66,18,71,50,68,61,66,51,63,63,33,48,91,37,56,50,58,82,39,52,57,46,39,58,77,80,70,39,31
1124,55,30,63,54,54,43,63,32,43,41,41,30,45,47,41,49,44,30,32,61,70,45,30,33,63,72,61,47,43,38,29,35,47,76
1125,67,71,79,45,57,68,49,53,84,39,60,65,57,55,45,20,62,69,43,55,91,67,69,39,40,88,46,58,37,60,78,61,42,73
1126,50,51,93,71,62,44,63,58,50,60,64,74,51,56,62,71,79,42,44,58,83,56,40,43,59,80,65,29,56,49,49,61,35,77
1127,68,47,73,43,63,63,69,32,77,33,35,43,61,35,35,43,44,31,32,70,81,50,47,23,58,89,60,59,25,48,49,45,41,77
1128,31,78,74,70,44,72,29,70,46,69,70,50,43,72,74,41,48,73,75,39,81,60,75,64,35,74,41,33,78,79,77,81,47,72
1129,63,70,64,36,26,84,50,35,38,30,47,38,54,57,43,5,46,79,34,21,87,54,85,39,54,81,30,18,27,68,83,55,19,80
1130,80,27,72,78,42,44,69,51,45,33,77,81,49,38,27,83,58,19,71,46,70,57,17,57,47,71,40,38,36,17,36,62,54,49
1131,71,45,86,72,33,66,67,49,44,43,76,68,43,44,35,66,62,33,73,35,88,54,27,58,66,86,29,30,38,38,53,68,31,67
1132,51,68,52,45,62,60,45,39,72,45,46,43,62,55,48,30,45,73,48,63,63,50,71,34,59,59,70,58,43,71,59,60,42,68
1133,55,59,67,68,70,48,46,54,71,53,81,91,68,63,57,68,53,64,59,72,95,62,63,36,69,88,77,68,38,79,52,73,49,86
1134,75,12,64,71,29,38,83,21,25,35,65,47,38,38,30,87,53,7,79,33,58,39,5,71,76,60,48,30,45,13,22,45,52,67
1135,56,35,77,73,61,29,62,51,54,49,65,53,51,55,52,58,63,25,67,62,92,56,27,54,34,81,71,61,50,44,38,62,69,69
1136,54,42,72,72,63,32,64,34,48,52,63,34,55,53,55,66,57,39,55,67,85,48,43,42,67,74,73,50,52,59,39,65,49,78
1137,30,70,84,66,72,62,35,66,75,68,69,72,57,70,79,46,55,71,53,69,87,64,66,51,44,86,63,57,74,80,69,77,47,74
1138,79,54,72,66,26,67,66,55,37,22,64,43,49,40,25,50,69,55,68,29,85,56,57,58,41,81,39,39,32,35,59,70,51,79
1139,47,78,85,69,46,69,33,79,59,56,64,73,54,65,62,49,64,75,53,44,89,64,74,42,20,82,43,42,62,70,79,78,49,54
1140,64,42,64,71,42,44,72,46,48,39,78,73,52,47,38,63,65,40,81,43,67,56,36,59,42,67,40,41,42,44,39,68,52,38
1141,60,58,46,60,72,52,62,42,73,40,63,55,62,52,43,50,53,71,46,77,62,52,61,49,48,61,79,75,31,59,56,62,60,60
1142,47,76,81,60,29,76,35,63,54,63,63,66,47,65,55,42,54,86,54,24,89,59,78,41,57,89,17,37,52,70,85,76,32,53
1143,19,50,61,69,79,33,30,44,73,86,62,51,42,73,83,82,40,51,58,78,75,59,34,58,61,76,77,66,76,77,39,46,58,71
1144,68,53,70,49,60,49,57,63,47,33,45,38,59,44,38,41,58,48,33,64,69,58,50,30,38,74,72,49,30,42,56,56,47,55
1145,32,67,64,70,71,45,27,66,79,67,83,78,63,66,66,65,53,74,58,77,63,58,67,39,52,62,80,70,65,76,59,75,59,63
1146,56,65,83,69,64,54,47,62,61,56,69,79,54,56,51,59,57,61,62,72,90,62,52,47,54,87,64,58,50,54,59,72,47,70
1147,81,52,73,74,46,58,66,61,43,34,67,51,60,42,36,69,77,54,58,50,64,53,43,49,43,64,46,36,36,37,39,73,46,51
1148,40,63,73,71,70,58,40,44,68,64,74,66,53,64,62,57,53,66,73,75,87,62,59,60,52,89,73,43,69,73,72,66,56,82
1149,70,40,56,56,44,40,73,54,57,35,52,55,56,44,40,53,64,38,44,47,57,45,38,31,49,60,54,57,35,50,44,52,57,64
1150,60,70,59,59,60,54,43,85,49,41,65,61,59,55,44,25,74,73,61,63,44,63,74,52,14,41,66,41,44,64,69,78,55,37
1151,39,38,66,53,58,45,49,24,58,56,41,15,52,56,55,44,32,34,57,53,79,47,39,45,77,86,65,53,54,66,32,45,48,74
1152,76,45,80,68,83,24,75,57,80,38,62,51,63,46,36,80,84,47,58,90,76,61,43,42,43,69,87,70,34,32,49,64,64,79
1153,70,35,89,62,33,63,71,30,35,48,59,59,47,40,32,83,51,32,45,38,98,50,21,31,79,96,39,31,25,36,44,55,33,70
1154,19,84,83,84,69,53,13,76,64,82,89,86,52,81,81,64,43,85,78,68,92,71,70,63,44,96,71,59,84,88,76,87,55,78
1155,71,33,78,65,32,64,75,57,30,43,57,52,46,42,37,64,69,34,36,33,72,50,24,30,40,58,38,28,32,44,43,56,38,30
1156,29,46,67,77,92,33,48,27,86,68,65,52,57,67,76,71,39,39,60,87,86,57,30,51,75,90,93,88,66,76,24,54,67,79
1157,58,32,57,51,40,48,69,38,38,42,42,33,47,50,43,57,51,39,35,38,58,39,35,36,61,49,49,44,38,48,31,35,45,57
1158,49,44,59,69,61,35,49,48,66,62,76,70,51,56,60,73,53,39,55,57,67,52,30,44,59,77,65,59,60,54,43,63,59,75
1159,68,27,82,65,57,40,70,39,61,40,52,44,49,44,47,69,72,19,53,63,77,53,10,55,50,62,71,49,55,37,24,42,53,73
1160,56,36,58,63,35,38,61,23,31,44,56,28,39,52,44,69,40,33,45,36,62,38,23,50,75,53,56,37,47,42,29,47,44,68
1161,52,41,81,60,56,64,55,59,62,51,58,42,52,52,50,57,57,41,48,63,90,54,37,39,51,92,59,57,49,47,52,57,44,69
1162,64,45,67,53,44,46,56,42,47,41,54,58,51,48,38,39,57,47,52,48,70,56,50,49,56,70,53,44,44,44,45,57,46,60
1163,86,60,60,27,59,69,71,38,79,25,35,32,56,32,19,18,52,49,28,69,54,52,65,27,57,59,58,56,7,34,77,52,33,70
1164,78,54,81,52,54,58,59,49,57,41,58,53,59,47,38,46,69,63,45,62,82,62,60,29,33,78,66,49,26,50,64,69,40,76
1165,40,71,71,64,59,65,38,66,69,60,67,38,57,67,66,39,53,69,62,56,68,60,76,60,38,68,51,59,64,86,63,74,58,66
1166,28,80,74,63,40,79,16,68,64,72,63,40,44,74,77,43,44,83,47,33,83,62,69,54,37,89,21,46,77,77,81,73,45,73
1167,36,43,54,67,35,52,53,28,28,53,63,57,43,50,51,62,31,33,82,39,69,47,30,80,66,69,44,32,71,40,48,56,49,56
1168,68,35,88,74,40,46,73,37,61,33,75,53,44,34,31,93,58,29,56,52,100,52,3,39,57,93,50,49,48,18,41,56,59,95
1169,28,62,86,86,55,53,29,65,45,77,75,61,44,75,71,83,59,66,76,49,87,60,45,63,42,86,39,40,75,72,45,81,50,72
1170,88,26,48,56,30,42,91,49,43,18,41,42,54,26,14,65,69,23,34,39,48,41,19,26,51,35,46,19,19,12,36,39,53,45
1171,65,48,68,54,32,37,60,60,34,35,38,37,53,41,39,63,57,41,47,36,56,47,49,51,38,62,49,32,51,31,53,48,49,65
1172,37,81,75,44,81,53,19,49,80,63,49,13,58,62,60,31,24,86,39,79,85,65,79,24,38,92,79,62,58,83,80,67,49,86
1173,57,56,77,77,61,46,57,71,42,45,67,50,53,51,45,70,78,47,47,69,73,61,42,52,26,87,77,42,48,37,56,74,51,80
1174,87,45,70,42,27,83,70,43,20,27,37,47,47,30,25,38,73,42,27,36,69,52,45,20,29,65,30,14,23,23,70,46,32,41
1175,38,53,86,48,58,52,59,56,50,51,53,64,53,61,64,39,42,53,22,51,88,54,49,26,62,85,63,45,45,64,58,53,35,71
1176,62,58,76,46,51,58,60,48,59,42,43,65,57,47,40,28,59,56,44,55,86,56,60,30,40,85,54,45,37,50,73,56,42,58
1177,36,64,78,61,51,61,47,56,48,51,59,53,54,57,55,44,56,58,62,55,69,56,55,57,40,69,61,44,64,60,58,66,45,75
1178,74,43,55,42,33,43,70,50,27,39,35,35,56,42,32,54,65,43,26,35,47,46,51,29,36,48,40,32,26,36,50,39,45,55
1179,63,43,71,64,70,39,69,41,69,42,57,53,59,44,41,63,69,39,52,80,77,53,31,38,27,77,83,61,37,42,47,60,55,86
1180,48,60,83,66,60,53,52,71,57,65,64,48,49,67,64,57,69,65,51,54,84,61,66,63,43,89,49,53,54,73,63,63,56,67
1181,26,82,44,27,59,84,24,41,79,49,29,17,46,63,69,4,18,84,27,57,51,43,87,49,71,54,46,49,64,81,85,43,29,91
1182,78,39,68,53,38,38,73,64,26,34,52,59,54,44,31,70,63,41,27,41,75,53,33,32,48,79,61,30,31,41,45,45,52,44
1183,33,68,68,69,80,45,33,72,81,73,66,77,55,63,68,69,57,68,46,80,57,59,52,44,56,54,74,60,56,73,56,69,49,58
1184,22,69,77,69,56,70,27,57,68,73,76,71,45,64,72,58,37,53,68,53,83,59,48,68,60,90,48,54,77,72,60,71,38,92
1185,61,26,66,42,58,36,77,32,41,52,45,47,55,50,54,63,69,31,29,58,60,43,25,31,67,60,72,41,33,58,37,49,32,61
1186,71,50,76,59,49,44,64,41,63,41,63,70,60,42,36,51,52,40,43,58,87,57,45,38,57,88,67,54,23,41,53,60,50,69
1187,72,45,79,57,53,52,63,48,78,41,53,50,56,47,39,51,63,45,45,59,83,58,37,36,50,79,46,65,32,51,41,57,48,86
1188,42,85,78,37,62,74,23,33,77,61,49,53,59,68,62,13,28,90,19,55,90,63,89,19,67,91,51,57,48,86,87,51,22,78
1189,79,42,58,53,26,55,83,69,32,23,41,58,55,36,27,58,84,43,23,26,48,44,35,30,27,48,33,35,20,23,49,53,47,36
1190,49,70,54,76,67,48,48,58,58,67,68,60,56,59,63,79,65,71,57,63,48,59,60,47,54,53,55,53,50,70,65,73,55,51
1191,46,50,83,77,33,63,57,55,40,54,83,77,44,49,52,74,60,41,80,30,87,56,38,74,48,85,29,29,59,51,55,79,42,57
1192,58,41,58,55,52,46,70,33,65,41,45,36,51,46,50,57,59,33,54,59,73,46,33,58,54,63,56,54,44,36,49,41,45,68
1193,59,37,72,50,33,60,71,24,43,37,51,42,49,42,43,59,51,25,29,34,77,47,23,29,58,72,40,36,39,38,39,37,34,80
1194,65,47,91,59,35,43,68,67,32,49,59,60,49,60,47,57,74,63,29,33,96,56,59,39,47,87,51,35,33,62,59,54,42,69
1195,71,50,69,72,63,44,67,53,68,48,76,72,56,44,38,77,71,37,73,74,69,64,40,62,39,82,69,65,38,33,57,67,62,82
1196,75,80,86,63,36,78,53,63,57,34,81,88,59,49,31,47,82,80,64,40,89,67,76,55,33,80,30,48,29,45,84,88,42,68
1197,67,40,72,65,59,48,69,40,50,52,67,63,52,47,42,67,60,30,48,62,83,54,32,46,62,80,62,42,38,44,45,57,42,78
1198,31,47,71,65,59,53,45,49,37,65,69,56,41,66,64,52,44,39,79,54,70,54,40,72,49,80,59,37,70,54,51,65,48,86
1199,36,51,54,71,48,45,38,47,53,65,66,52,43,54,53,71,45,49,59,48,59,48,39,55,60,64,54,48,70,55,48,58,51,65
1200,50,51,58,75,68,34,55,60,61,63,79,67,53,51,54,79,60,48,68,73,63,55,44,57,60,57,62,59,53,51,41,78,60,57
1201,73,42,78,57,29,60,70,40,17,34,63,51,50,40,32,53,62,31,59,24,89,51,44,39,34,88,40,25,35,43,55,62,34,53
1202,45,53,70,51,59,53,46,55,49,61,44,65,53,65,61,49,48,60,23,58,77,52,54,30,60,69,58,39,45,73,47,44,44,55
1203,93,67,84,37,27,50,55,77,31,33,35,45,57,40,20,53,75,79,25,30,75,60,71,37,16,74,53,24,20,37,82,44,37,56
1204,52,63,79,43,48,69,44,61,60,43,58,68,61,59,50,31,68,74,50,47,88,63,72,41,34,90,46,54,47,55,72,67,38,78
1205,46,47,56,68,67,52,50,32,57,59,54,36,50,48,52,34,44,33,60,73,72,47,36,43,57,85,64,55,60,62,52,58,52,72
1206,78,39,79,58,46,47,72,57,39,40,52,45,48,37,29,75,69,25,47,51,76,51,22,31,47,79,56,48,19,24,46,55,43,46
1207,38,43,68,52,31,79,52,23,35,47,48,31,43,44,46,39,29,34,50,33,67,41,41,42,61,71,38,32,56,54,50,54,25,90
1208,30,74,74,61,51,60,30,58,28,55,67,48,54,68,62,34,46,84,57,55,85,57,76,57,41,88,73,32,68,64,90,77,43,61
1209,61,21,52,53,70,36,73,33,69,39,38,31,52,46,47,47,53,15,34,75,58,40,21,43,65,53,80,72,42,38,19,39,56,59
1210,47,38,49,57,64,29,56,29,50,50,53,55,53,51,59,62,38,29,42,63,64,43,25,42,72,49,70,56,54,56,22,39,48,74
1211,48,32,69,58,38,49,69,23,41,43,51,30,40,53,49,62,45,26,51,38,74,44,21,55,54,73,53,31,52,37,37,47,45,77
1212,66,64,80,65,62,48,51,67,56,44,69,63,59,52,42,50,69,68,56,64,78,62,64,40,34,83,68,48,38,55,65,78,50,66
1213,89,23,79,48,24,54,91,41,22,21,35,53,55,29,19,24,74,19,37,30,79,45,28,32,47,76,35,29,28,24,49,43,44,67
1214,69,5,66,66,61,17,88,21,45,30,61,46,49,37,33,94,59,3,64,73,76,46,1,53,68,65,80,50,37,15,9,44,65,58
1215,75,69,77,48,65,63,60,54,79,46,51,88,72,41,42,18,65,66,36,72,91,64,76,12,36,83,61,53,31,67,75,65,38,69
1216,48,40,78,77,61,50,47,33,72,51,75,50,45,43,44,66,43,28,80,76,77,53,17,71,46,81,74,60,67,35,42,71,50,87
1217,57,40,70,61,27,67,59,58,30,51,52,56,40,46,52,49,61,32,60,21,61,53,26,56,44,65,28,25,59,49,34,57,47,45
1218,27,81,73,62,76,49,22,46,75,69,59,52,63,66,67,33,33,73,69,78,84,64,67,68,48,97,83,57,63,80,69,74,47,73
1219,61,70,60,57,64,70,51,64,69,41,59,69,57,48,43,39,71,76,32,70,59,58,67,29,47,62,57,56,41,53,79,75,42,48
1220,74,24,74,57,42,43,80,45,47,34,58,47,52,39,33,77,68,22,59,47,80,51,20,41,47,74,54,42,38,22,43,53,52,49
1221,34,60,80,72,63,43,46,63,60,62,78,66,52,58,61,67,46,57,64,60,78,58,54,56,40,74,59,45,63,66,63,72,53,78
1222,82,57,77,54,20,81,72,57,35,32,63,66,50,38,26,50,74,52,38,17,83,57,49,30,49,74,17,28,12,40,60,61,28,74
1223,62,53,75,57,76,42,57,65,73,57,61,53,61,56,57,54,72,54,40,76,70,62,57,32,34,72,73,64,40,66,57,59,54,62
1224,31,43,72,72,82,33,47,29,72,70,67,51,51,57,62,73,27,28,79,81,84,54,25,72,65,84,90,64,64,56,36,54,62,80
1225,37,22,69,62,78,34,63,23,62,63,51,34,46,49,57,71,34,10,40,79,81,42,12,45,89,87,84,65,53,52,17,41,48,92
1226,64,39,70,59,41,44,67,53,43,36,63,53,49,39,37,57,62,25,35,42,73,53,18,32,53,65,55,44,35,32,37,55,39,67
1227,86,23,70,70,40,40,83,36,35,24,59,54,51,32,21,61,65,14,60,47,79,51,14,47,55,79,59,38,24,19,35,58,52,53
1228,75,20,64,51,27,51,80,41,26,35,52,61,46,35,29,79,67,20,22,28,65,42,18,21,67,62,31,31,24,26,29,39,32,55
1229,69,52,86,70,41,70,57,59,52,45,85,79,49,49,41,74,59,39,68,43,96,64,37,59,51,94,37,41,35,47,53,74,35,81
1230,51,58,84,74,37,66,48,72,33,55,76,77,45,60,55,74,65,64,63,36,82,67,52,58,36,87,37,33,54,60,63,79,47,49
1231,78,53,76,50,66,63,64,63,85,38,42,51,59,40,36,42,68,49,26,71,80,59,42,17,37,75,67,73,30,47,43,57,52,86
1232,40,57,82,74,69,46,34,58,57,66,84,79,49,61,59,74,58,48,72,74,86,61,49,59,67,88,78,44,70,53,58,79,41,72
1233,57,36,59,67,56,54,63,34,57,39,64,64,52,39,48,71,47,22,43,68,56,49,21,40,42,62,64,49,47,43,25,51,45,54
1234,54,23,56,75,50,37,65,33,47,46,71,51,43,43,40,82,44,17,76,55,64,51,16,69,59,72,57,46,52,30,25,51,61,54
1235,48,60,67,54,67,57,42,43,58,61,58,58,56,59,57,33,35,62,47,65,75,59,64,48,56,77,68,44,47,73,61,53,39,86
1236,52,49,59,69,83,38,53,49,83,52,55,44,56,48,54,70,65,35,65,86,69,59,29,55,30,57,80,67,63,57,39,57,67,70
1237,49,68,69,85,60,35,40,79,61,59,86,60,60,72,63,73,65,69,81,61,63,62,61,62,40,68,77,61,72,66,61,93,71,80
1238,69,34,76,38,55,45,82,40,52,32,31,46,59,38,35,49,56,24,26,62,79,44,27,19,62,72,74,44,22,34,42,41,41,69
1239,71,38,72,37,47,64,66,51,43,29,39,40,54,44,35,42,63,43,22,47,83,50,36,24,48,73,49,36,25,47,37,41,41,68
1240,69,37,77,58,52,24,73,27,44,42,47,49,57,46,29,60,47,28,28,53,91,49,27,23,70,76,69,51,26,50,37,38,42,76
1241,67,56,74,63,47,41,58,64,44,37,61,40,59,56,46,75,72,53,38,48,90,61,53,41,20,92,62,52,35,46,63,54,63,81
1242,68,27,84,61,77,28,82,35,77,48,42,49,57,44,33,71,73,23,29,78,92,53,19,18,55,93,83,65,20,37,33,38,63,80
1243,25,68,69,75,75,52,41,50,68,75,88,74,57,77,73,49,41,79,79,73,86,60,77,58,63,76,75,60,68,85,67,85,53,71
1244,50,85,67,62,88,40,31,73,83,58,65,65,68,62,60,43,72,92,33,94,71,71,87,29,28,71,91,76,52,75,87,73,58,54
1245,49,63,83,75,47,48,48,66,45,54,70,59,50,62,61,66,64,62,69,45,82,57,55,60,34,78,55,40,63,61,61,71,49,75
1246,48,67,78,74,52,51,30,63,48,68,69,61,41,67,67,72,59,66,67,45,68,61,55,54,49,77,32,39,63,61,65,81,44,72
1247,56,58,71,77,35,59,49,61,37,50,72,48,50,55,45,63,58,68,49,34,79,55,61,55,41,77,49,38,47,53,59,73,49,48
1248,65,33,61,56,35,50,73,43,33,42,65,65,49,47,43,66,56,35,40,31,63,44,26,47,80,66,44,39,38,47,30,43,37,66
1249,30,66,43,70,80,42,32,44,73,59,77,68,57,61,66,60,40,63,60,82,41,57,61,58,54,42,79,73,64,72,47,69,53,60
1250,49,28,83,66,39,47,55,24,43,48,63,51,43,50,45,63,41,29,64,43,92,45,16,50,62,93,60,47,57,39,35,50,39,89
1251,70,67,70,59,46,33,36,83,61,41,74,97,65,54,18,68,67,90,93,61,85,70,70,77,20,93,56,50,47,29,80,89,59,74
1252,30,74,64,55,78,49,32,56,69,65,42,28,60,62,65,40,45,68,16,78,64,52,73,20,39,73,82,64,65,73,76,55,49,81
